country,country_code,year,oda_received
Europe & Central Asia (IDA & IBRD countries),TEC,1996,5205299979.9829
Togo,TGO,1996,106000000.584871
Thailand,THA,1996,823130009.215325
Tajikistan,TJK,1996,63530000.2973527
Turkmenistan,TKM,1996,19550000.0752509
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,4380530001.64032
Timor-Leste,TLS,1996,80000.0000745059
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1996,4395440022.90443
Tonga,TON,1996,27880000.2541393
South Asia (IDA & IBRD),TSA,1996,2972790035.13791
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,10612559998.5048
Trinidad and Tobago,TTO,1996,14590000.3090501
Tunisia,TUN,1996,158579997.316003
Turkiye,TUR,1996,71919999.4243681
Tuvalu,TUV,1996,10179999.7836351
Tanzania,TZA,1996,650239998.117089
Uganda,UGA,1996,428060004.739091
Upper middle income,UMC,1996,8686040028.79187
Uruguay,URY,1996,32990000.0952184
Uzbekistan,UZB,1996,77929999.1112202
St. Vincent and the Grenadines,VCT,1996,22019999.7555464
"Venezuela, RB",VEN,1996,31339999.5584041
British Virgin Islands,VGB,1996,1149999.95566904
Viet Nam,VNM,1996,496630006.13451
Vanuatu,VUT,1996,29639999.9037384
World,WLD,1996,51934170398.7122
Samoa,WSM,1996,31490000.7005781
"Yemen, Rep.",YEM,1996,139969998.667017
South Africa,ZAF,1996,348970000.274479
Zambia,ZMB,1996,391460003.394634
Zimbabwe,ZWE,1996,341169994.696975
Aruba,ABW,1997,24969999.0935624
Africa Eastern and Southern,AFE,1997,5914320014.55314
Afghanistan,AFG,1997,178159999.3743
Africa Western and Central,AFW,1997,3570379991.79587
Angola,AGO,1997,297329999.465495
Albania,ALB,1997,139509999.800473
Arab World,ARB,1997,4420610038.45185
Argentina,ARG,1997,70840001.6538799
Armenia,ARM,1997,58930000.5976111
Antigua and Barbuda,ATG,1997,2379999.99150634
Azerbaijan,AZE,1997,37639999.2313236
Burundi,BDI,1997,41039999.9711663
Benin,BEN,1997,180000001.069158
Burkina Faso,BFA,1997,282729996.845126
Bangladesh,BGD,1997,642020009.052008
Bulgaria,BGR,1997,214879995.135591
Bahrain,BHR,1997,1599999.99776482
Bosnia and Herzegovina,BIH,1997,738329998.612404
Belize,BLZ,1997,6889999.89815057
Bolivia,BOL,1997,489969998.041168
Brazil,BRA,1997,209900000.173599
Barbados,BRB,1997,5780000.05334615
Bhutan,BTN,1997,48729999.518022
Botswana,BWA,1997,120680000.919849
Central African Republic,CAF,1997,77279999.2170186
Central Europe and the Baltics,CEB,1997,1998610008.45023
Chile,CHL,1997,124999997.712672
China,CHN,1997,1268830000.43221
Cote d'Ivoire,CIV,1997,274719992.987811
Cameroon,CMR,1997,345949997.704476
"Congo, Dem. Rep.",COD,1997,115330001.065507
"Congo, Rep.",COG,1997,264240002.347156
Colombia,COL,1997,184620000.360534
Comoros,COM,1997,18450000.397861
Cabo Verde,CPV,1997,90320000.5143881
Costa Rica,CRI,1997,1619999.76634977
Caribbean small states,CSS,1997,456140003.180132
Cuba,CUB,1997,52270001.1581182
Czechia,CZE,1997,113610002.776608
Djibouti,DJI,1997,65470001.3250112
Dominica,DMA,1997,13380000.0809133
Dominican Republic,DOM,1997,57689999.5524437
Algeria,DZA,1997,226570000.845939
East Asia & Pacific (excluding high income),EAP,1997,5740440013.89668
Early-demographic dividend,EAR,1997,13962810018.5543
East Asia & Pacific,EAS,1997,5740440013.89668
Europe & Central Asia (excluding high income),ECA,1997,1839289999.73647
Europe & Central Asia,ECS,1997,1841609999.72932
Ecuador,ECU,1997,152990000.938997
"Egypt, Arab Rep.",EGY,1997,1695340020.61561
Euro area,EMU,1997,462430002.249778
Eritrea,ERI,1997,88339999.6496737
Estonia,EST,1997,62080000.512302
Ethiopia,ETH,1997,414870001.628995
European Union,EUU,1997,2067120006.21669
Fragile and conflict affected situations,FCS,1997,5757180007.22118
Fiji,FJI,1997,42169999.9645352
"Micronesia, Fed. Sts.",FSM,1997,83840000.2419948
Gabon,GAB,1997,38849999.9456108
Georgia,GEO,1997,91789998.9672005
Ghana,GHA,1997,320920005.042106
Gibraltar,GIB,1997,370000.002905727
Guinea,GIN,1997,163570002.019405
"Gambia, The",GMB,1997,19050000.1125038
Guinea-Bissau,GNB,1997,84409999.4990974
Equatorial Guinea,GNQ,1997,20440000.075847
Grenada,GRD,1997,5680000.04626811
Guatemala,GTM,1997,240540001.526475
Guyana,GUY,1997,212619999.466464
High income,HIC,1997,1384060007.6504
"Hong Kong SAR, China",HKG,1997,29999.9993294477
Honduras,HND,1997,163189998.395741
Heavily indebted poor countries (HIPC),HPC,1997,9081880003.41132
Croatia,HRV,1997,38510000.3853441
Haiti,HTI,1997,218159997.818992
Hungary,HUN,1997,172220003.826544
IBRD only,IBD,1997,15582570019.1222
IDA & IBRD total,IBT,1997,28038750038.1786
IDA total,IDA,1997,12456180019.0564
IDA blend,IDB,1997,1976570000.44361
Indonesia,IDN,1997,783659991.6704
IDA only,IDX,1997,10479610018.6128
India,IND,1997,1021889992.58913
"Iran, Islamic Rep.",IRN,1997,171429997.969419
Iraq,IRQ,1997,205340004.920959
Jamaica,JAM,1997,69890003.0981749
Jordan,JOR,1997,376150005.128235
Kazakhstan,KAZ,1997,106520000.023767
Kenya,KEN,1997,345139996.919781
Kyrgyz Republic,KGZ,1997,68270000.3758072
Cambodia,KHM,1997,263100002.255291
Kiribati,KIR,1997,14869999.6788055
St. Kitts and Nevis,KNA,1997,2070000.03382563
"Korea, Rep.",KOR,1997,-158220001.930371
Latin America & Caribbean (excluding high income),LAC,1997,3974929998.28793
Lao PDR,LAO,1997,180289997.5162
Lebanon,LBN,1997,94040001.2005121
Liberia,LBR,1997,47390000.8350611
Libya,LBY,1997,1879999.99709427
St. Lucia,LCA,1997,21259999.9178201
Latin America & Caribbean,LCN,1997,3974899998.27556
Least developed countries: UN classification,LDC,1997,8817870022.17956
Low income,LIC,1997,4524270020.82206
Sri Lanka,LKA,1997,237129997.583106
Lower middle income,LMC,1997,13501590015.4095
Low & middle income,LMY,1997,36877509930.1338
Lesotho,LSO,1997,63439999.9510497
Late-demographic dividend,LTE,1997,7816250027.31197
Lithuania,LTU,1997,94750001.7173588
Latvia,LVA,1997,76680000.199005
"Macao SAR, China",MAC,1997,309999.99679625
Morocco,MAR,1997,414430010.350422
Moldova,MDA,1997,21719999.9131262
Madagascar,MDG,1997,626270015.735179
Maldives,MDV,1997,16999999.6628612
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1997,4590590038.67023
Mexico,MEX,1997,96230001.4924257
Marshall Islands,MHL,1997,52319999.9909848
Middle income,MIC,1997,21284790122.7474
North Macedonia,MKD,1997,40549999.827519
Mali,MLI,1997,308089997.995645
Malta,MLT,1997,26599999.4874001
Myanmar,MMR,1997,42700000.8672477
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1997,4590590038.67023
Mongolia,MNG,1997,125490003.775805
Mozambique,MOZ,1997,692720008.162781
Mauritania,MRT,1997,177750000.014901
Mauritius,MUS,1997,27589999.2715567
Malawi,MWI,1997,203189999.597147
Malaysia,MYS,1997,-243000004.658476
North America,NAC,1997,0.0
Namibia,NAM,1997,155459999.375045
New Caledonia,NCL,1997,338820004.910231
Niger,NER,1997,221910001.764074
Nigeria,NGA,1997,43289999.4291366
Nicaragua,NIC,1997,292530000.116676
Nepal,NPL,1997,242680000.422522
Nauru,NRU,1997,2600000.07227064
OECD members,OED,1997,2993490003.8112
Oman,OMN,1997,20279999.8950213
Other small states,OSS,1997,960149999.346584
Pakistan,PAK,1997,100610002.173111
Panama,PAN,1997,48669999.1021305
Peru,PER,1997,386859995.573759
Philippines,PHL,1997,595949991.980568
Palau,PLW,1997,38180000.1934171
Papua New Guinea,PNG,1997,335430001.094938
Poland,POL,1997,857459999.669343
Pre-demographic dividend,PRE,1997,7631680003.08238
"Korea, Dem. People's Rep.",PRK,1997,76890001.4888495
Paraguay,PRY,1997,75669999.5882809
West Bank and Gaza,PSE,1997,443669996.619224
Pacific island small states,PSS,1997,358560001.155362
Post-demographic dividend,PST,1997,1612550002.48924
French Polynesia,PYF,1997,367360006.123782
Romania,ROU,1997,208010002.173483
Russian Federation,RUS,1997,690679995.903745
Rwanda,RWA,1997,224710000.496358
South Asia,SAS,1997,2209449998.82765
Saudi Arabia,SAU,1997,-2330000.20682812
Sudan,SDN,1997,107309998.685494
Senegal,SEN,1997,337259993.758053
Solomon Islands,SLB,1997,38060001.2913346
Sierra Leone,SLE,1997,62599999.5674938
El Salvador,SLV,1997,251930000.692606
"Somalia, Fed. Rep.",SOM,1997,69909999.333322
Serbia,SRB,1997,97359998.7011403
Sub-Saharan Africa (excluding high income),SSA,1997,11013160018.3565
Sub-Saharan Africa,SSF,1997,11013160018.3565
Small states,SST,1997,1774850003.68208
Sao Tome and Principe,STP,1997,25200000.1370907
Suriname,SUR,1997,74850000.4597008
Slovak Republic,SVK,1997,67460001.6642362
Slovenia,SVN,1997,92950000.3904109
Eswatini,SWZ,1997,20550000.1758337
Sint Maarten (Dutch part),SXM,1997,110670002.460479
Seychelles,SYC,1997,10930000.2008676
Syrian Arab Republic,SYR,1997,102990001.432598
Turks and Caicos Islands,TCA,1997,4419999.86767769
Chad,TCD,1997,129109998.987988
East Asia & Pacific (IDA & IBRD countries),TEA,1997,4945490000.71548
Europe & Central Asia (IDA & IBRD countries),TEC,1997,3818999992.31845
Togo,TGO,1997,80500002.0638108
Thailand,THA,1997,618190009.623766
Tajikistan,TJK,1997,57210000.6043911
Turkmenistan,TKM,1997,6049999.89457428
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,3548169996.71049
Timor-Leste,TLS,1997,430000.003427267
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1997,3753170041.71014
Tonga,TON,1997,24539999.7811765
South Asia (IDA & IBRD),TSA,1997,2488220000.37506
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,9484700006.34901
Trinidad and Tobago,TTO,1997,33000000.0912696
Tunisia,TUN,1997,208279996.121302
Turkiye,TUR,1997,11039998.1886149
Tuvalu,TUV,1997,9759999.7203797
Tanzania,TZA,1997,633469994.872809
Uganda,UGA,1997,493089997.138828
Upper middle income,UMC,1997,7438790007.68997
Uruguay,URY,1997,32580000.4992634
Uzbekistan,UZB,1997,123330003.410578
St. Vincent and the Grenadines,VCT,1997,5500000.02607703
"Venezuela, RB",VEN,1997,1660000.5943328
British Virgin Islands,VGB,1997,2319999.99284744
Viet Nam,VNM,1997,615860004.998743
Vanuatu,VUT,1997,25510000.0463426
World,WLD,1997,40136749847.8889
Samoa,WSM,1997,26710000.1741201
"Yemen, Rep.",YEM,1997,191250001.803041
South Africa,ZAF,1997,483590003.095567
Zambia,ZMB,1997,395870001.494884
Zimbabwe,ZWE,1997,239839996.811002
Aruba,ABW,1998,11100000.301376
Africa Eastern and Southern,AFE,1998,5983209997.63347
Afghanistan,AFG,1998,131989998.947829
Africa Western and Central,AFW,1998,3669580008.19571
Angola,AGO,1998,279890001.91167
Albania,ALB,1998,179210000.924766
Arab World,ARB,1998,4486070029.75419
Argentina,ARG,1998,52559999.5292724
Armenia,ARM,1998,88219999.9000878
Antigua and Barbuda,ATG,1998,7210000.00648201
Azerbaijan,AZE,1998,61840000.6778538
Burundi,BDI,1998,43719999.2127716
Benin,BEN,1998,173659999.709576
Burkina Faso,BFA,1998,291910004.390404
Bangladesh,BGD,1998,723079998.49692
Bulgaria,BGR,1998,230950001.381338
Bahrain,BHR,1998,1119999.98241663
Bosnia and Herzegovina,BIH,1998,732680000.59016
Belize,BLZ,1998,7729999.82349574
Bermuda,BMU,1998,490000.009536743
Bolivia,BOL,1998,445990001.447499
Brazil,BRA,1998,236630000.699312
Barbados,BRB,1998,17850000.6161631
Bhutan,BTN,1998,43940000.6644428
Botswana,BWA,1998,102179998.999461
Central African Republic,CAF,1998,104099999.64945
Central Europe and the Baltics,CEB,1998,2656909991.34258
Chile,CHL,1998,101180001.424626
China,CHN,1998,1779800020.94432
Cote d'Ivoire,CIV,1998,532120005.197823
Cameroon,CMR,1998,332530005.045235
"Congo, Dem. Rep.",COD,1998,92370001.5898794
"Congo, Rep.",COG,1998,60409999.7915327
Colombia,COL,1998,171370002.599433
Comoros,COM,1998,28940000.0050664
Cabo Verde,CPV,1998,100029999.544844
Costa Rica,CRI,1998,24549999.8014421
Caribbean small states,CSS,1998,254810000.184923
Cuba,CUB,1998,72049999.9579042
Czechia,CZE,1998,445189998.546615
Djibouti,DJI,1998,71149999.1379679
Dominica,DMA,1998,17329999.7337162
Dominican Republic,DOM,1998,98470000.7364154
Algeria,DZA,1998,393260005.686432
East Asia & Pacific (excluding high income),EAP,1998,7505299944.82174
Early-demographic dividend,EAR,1998,14999559987.9995
East Asia & Pacific,EAS,1998,7505299944.82174
Europe & Central Asia (excluding high income),ECA,1998,2040960003.46169
Europe & Central Asia,ECS,1998,2042660003.5131
Ecuador,ECU,1998,169050000.313669
"Egypt, Arab Rep.",EGY,1998,1663050019.52313
Euro area,EMU,1998,540380001.461134
Eritrea,ERI,1998,103560000.542551
Estonia,EST,1998,83889999.9037385
Ethiopia,ETH,1998,480630004.357546
European Union,EUU,1998,2712909990.6683
Fragile and conflict affected situations,FCS,1998,5809080019.35482
Fiji,FJI,1998,35299999.2165714
"Micronesia, Fed. Sts.",FSM,1998,73820000.6820262
Gabon,GAB,1998,43439999.1761893
Georgia,GEO,1998,102690000.411123
Ghana,GHA,1998,407239996.919408
Gibraltar,GIB,1998,219999.993219972
Guinea,GIN,1998,198300001.341849
"Gambia, The",GMB,1998,21449999.5466322
Guinea-Bissau,GNB,1998,73870000.3661215
Equatorial Guinea,GNQ,1998,20160000.2739579
Grenada,GRD,1998,3929999.92333352
Guatemala,GTM,1998,215139998.853207
Guyana,GUY,1998,60839998.383075
High income,HIC,1998,1331969986.17239
Honduras,HND,1998,205609999.561682
Heavily indebted poor countries (HIPC),HPC,1998,9220990013.76517
Croatia,HRV,1998,36109999.8094141
Haiti,HTI,1998,298410003.988072
Hungary,HUN,1998,233900001.233443
IBRD only,IBD,1998,17913219990.382
IDA & IBRD total,IBT,1998,31080590018.319
IDA total,IDA,1998,13167370027.937
IDA blend,IDB,1998,2201890012.21955
Indonesia,IDN,1998,1252419973.66399
IDA only,IDX,1998,10965480015.7174
India,IND,1998,965280016.034842
"Iran, Islamic Rep.",IRN,1998,143839999.550954
Iraq,IRQ,1998,87389999.6839463
Jamaica,JAM,1998,21960000.3305823
Jordan,JOR,1998,326280003.109947
Kazakhstan,KAZ,1998,187739998.087287
Kenya,KEN,1998,318710000.663996
Kyrgyz Republic,KGZ,1998,97400001.7493962
Cambodia,KHM,1998,263800004.836172
Kiribati,KIR,1998,16749999.7187406
St. Kitts and Nevis,KNA,1998,1950000.01788139
"Korea, Rep.",KOR,1998,-49039999.0603328
Latin America & Caribbean (excluding high income),LAC,1998,3938680008.80815
Lao PDR,LAO,1998,179769998.528063
Lebanon,LBN,1998,143160003.148019
Liberia,LBR,1998,54730000.6132573
Libya,LBY,1998,3730000.05818903
St. Lucia,LCA,1998,4339999.68506396
Latin America & Caribbean,LCN,1998,3940370008.82067
Least developed countries: UN classification,LDC,1998,8920080005.0199
Low income,LIC,1998,4357719986.82059
Sri Lanka,LKA,1998,303990005.651489
Lower middle income,LMC,1998,14451920067.5879
Low & middle income,LMY,1998,39611769575.5959
Lesotho,LSO,1998,45360000.1093
Late-demographic dividend,LTE,1998,9771149970.93007
Lithuania,LTU,1998,117360001.077876
Latvia,LVA,1998,94590002.1214038
"Macao SAR, China",MAC,1998,500000.009313226
Morocco,MAR,1998,486369993.193075
Moldova,MDA,1998,28599999.6308237
Madagascar,MDG,1998,400469994.876534
Maldives,MDV,1998,16659999.8250603
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1998,4999570037.67974
Mexico,MEX,1998,10209998.9894778
Marshall Islands,MHL,1998,42140000.6785988
Middle income,MIC,1998,23993769860.2677
North Macedonia,MKD,1998,59489999.499172
Mali,MLI,1998,271699997.650459
Malta,MLT,1998,24749999.9701977
Myanmar,MMR,1998,43199999.9340624
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1998,4999570037.67974
Mongolia,MNG,1998,143949997.350574
Northern Mariana Islands,MNP,1998,9999.99977648258
Mozambique,MOZ,1998,797149995.66786
Mauritania,MRT,1998,139269999.232143
Mauritius,MUS,1998,39740000.9557605
Malawi,MWI,1998,279759997.854009
Malaysia,MYS,1998,199450005.874038
North America,NAC,1998,0.0
Namibia,NAM,1998,170500001.363456
New Caledonia,NCL,1998,338389988.923445
Niger,NER,1998,190749998.46518
Nigeria,NGA,1998,21820000.5348773
Nicaragua,NIC,1998,354810005.543754
Nepal,NPL,1998,220629999.410361
Nauru,NRU,1998,2039999.95440244
OECD members,OED,1998,3365619965.55329
Oman,OMN,1998,19850000.3200024
Other small states,OSS,1998,988610000.226647
Pakistan,PAK,1998,556690007.593483
Panama,PAN,1998,26169999.5324015
Peru,PER,1998,477409997.072071
Philippines,PHL,1998,549779986.206442
Palau,PLW,1998,89090002.0971894
Papua New Guinea,PNG,1998,356489996.887743
Poland,POL,1998,870919990.168885
Pre-demographic dividend,PRE,1998,7441630004.97036
"Korea, Dem. People's Rep.",PRK,1998,76800000.6861984
Paraguay,PRY,1998,61380001.4387816
West Bank and Gaza,PSE,1998,420640003.353357
Pacific island small states,PSS,1998,367410002.926365
Post-demographic dividend,PST,1998,2310460009.3551
French Polynesia,PYF,1998,370369992.643595
Romania,ROU,1998,355459998.067469
Russian Federation,RUS,1998,977139990.121126
Rwanda,RWA,1998,235690001.010895
South Asia,SAS,1998,2273580020.08311
Saudi Arabia,SAU,1998,14730000.2239645
Sudan,SDN,1998,167089999.422431
Senegal,SEN,1998,384890000.209212
Solomon Islands,SLB,1998,25780000.2843142
Sierra Leone,SLE,1998,69299999.885261
El Salvador,SLV,1998,177049999.127165
"Somalia, Fed. Rep.",SOM,1998,60189998.9563972
Serbia,SRB,1998,107150000.475347
Sub-Saharan Africa (excluding high income),SSA,1998,10744599994.4359
Sub-Saharan Africa,SSF,1998,10744599994.4359
Small states,SST,1998,1610830003.33793
Sao Tome and Principe,STP,1998,19780000.6847829
Suriname,SUR,1998,57050000.6750225
Slovak Republic,SVK,1998,152259999.219328
Slovenia,SVN,1998,36279999.8130649
Eswatini,SWZ,1998,24840000.4003197
Sint Maarten (Dutch part),SXM,1998,128990001.210943
Seychelles,SYC,1998,22469999.9317527
Syrian Arab Republic,SYR,1998,94529999.5392561
Turks and Caicos Islands,TCA,1998,5969999.90940094
Chad,TCD,1998,106689999.239519
East Asia & Pacific (IDA & IBRD countries),TEA,1998,6574409960.26434
Europe & Central Asia (IDA & IBRD countries),TEC,1998,4729739988.9566
Togo,TGO,1998,71210001.4127791
Thailand,THA,1998,690349980.957806
Tajikistan,TJK,1998,60239998.6702949
Turkmenistan,TKM,1998,13880000.2615899
Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,3392810008.86299
Timor-Leste,TLS,1998,1670000.03345311
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1998,3768580027.78143
Tonga,TON,1998,19159999.9442697
South Asia (IDA & IBRD),TSA,1998,2962260026.62443
Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,9652790005.82918
Trinidad and Tobago,TTO,1998,14110000.9828806
Tunisia,TUN,1998,177130005.124956
Turkiye,TUR,1998,7380001.26928087
Tuvalu,TUV,1998,4930000.05371869
Tanzania,TZA,1998,812820006.31094
Uganda,UGA,1998,439999997.269362
Upper middle income,UMC,1998,9090999977.68924
Uruguay,URY,1998,23459999.3228913
Uzbekistan,UZB,1998,136050002.02544
St. Vincent and the Grenadines,VCT,1998,18339999.6981025
"Venezuela, RB",VEN,1998,28569999.6221811
British Virgin Islands,VGB,1998,1700000.05140901
Viet Nam,VNM,1998,746319992.12131
Vanuatu,VUT,1998,28270000.1876801
World,WLD,1998,42925740347.3854
Samoa,WSM,1998,30130000.108853
"Yemen, Rep.",YEM,1998,178690000.025556
South Africa,ZAF,1998,502059994.228184
Zambia,ZMB,1998,277039999.466389
Zimbabwe,ZWE,1998,238250001.842156
Aruba,ABW,1999,-7129999.90396202
Africa Eastern and Southern,AFE,1999,5576849980.48842
Afghanistan,AFG,1999,118770001.100376
Africa Western and Central,AFW,1999,3396639997.02409
Angola,AGO,1999,304740001.747385
Albania,ALB,1999,369529995.257035
Arab World,ARB,1999,4251950019.3987
Argentina,ARG,1999,59750000.3967435
Armenia,ARM,1999,96890001.3770908
Antigua and Barbuda,ATG,1999,8949999.86328184
Azerbaijan,AZE,1999,74220000.434667
Burundi,BDI,1999,53470000.2484024
Benin,BEN,1999,144579999.716953
Burkina Faso,BFA,1999,285300001.062453
Bangladesh,BGD,1999,683340002.126991
Bulgaria,BGR,1999,258199998.915195
Bahrain,BHR,1999,1660000.0038743
Bosnia and Herzegovina,BIH,1999,939629997.894168
Belize,BLZ,1999,44579998.9718944
Bolivia,BOL,1999,427480002.623051
Brazil,BRA,1999,128559995.558113
Barbados,BRB,1999,460000.000894069
Bhutan,BTN,1999,56769999.8971075
Botswana,BWA,1999,58560000.3097207
Central African Republic,CAF,1999,97119999.2317705
Central Europe and the Baltics,CEB,1999,3061409980.04936
Chile,CHL,1999,67900000.6727875
China,CHN,1999,1893589966.87644
Cote d'Ivoire,CIV,1999,373859998.803586
Cameroon,CMR,1999,272050002.265722
"Congo, Dem. Rep.",COD,1999,93160000.3913044
"Congo, Rep.",COG,1999,123580003.257841
Colombia,COL,1999,310030005.920679
Comoros,COM,1999,19999999.7038394
Cabo Verde,CPV,1999,96299998.8533556
Costa Rica,CRI,1999,-1139998.7787009
Caribbean small states,CSS,1999,196009999.349713
Cuba,CUB,1999,49409999.8213351
Cayman Islands,CYM,1999,819999.992847443
Czechia,CZE,1999,314149999.313057
Djibouti,DJI,1999,61299998.2368201
Dominica,DMA,1999,7129999.90023672
Dominican Republic,DOM,1999,180469997.478649
Algeria,DZA,1999,97379998.8217652
East Asia & Pacific (excluding high income),EAP,1999,9192599946.19898
Early-demographic dividend,EAR,1999,14936080012.3326
East Asia & Pacific,EAS,1999,9192599946.19898
Europe & Central Asia (excluding high income),ECA,1999,3505029999.03821
Europe & Central Asia,ECS,1999,3507839999.05735
Ecuador,ECU,1999,144340000.361204
"Egypt, Arab Rep.",EGY,1999,1449580034.08462
Euro area,EMU,1999,727580004.548654
Eritrea,ERI,1999,86510000.84728
Estonia,EST,1999,81890001.27092
Ethiopia,ETH,1999,408480001.822114
European Union,EUU,1999,3141789979.13375
Fragile and conflict affected situations,FCS,1999,5550070002.09391
Fiji,FJI,1999,31180001.232773
"Micronesia, Fed. Sts.",FSM,1999,102269996.324554
Gabon,GAB,1999,45239999.8381733
Georgia,GEO,1999,105339999.891818
Ghana,GHA,1999,380819998.055697
Gibraltar,GIB,1999,29999.9993294477
Guinea,GIN,1999,152819999.178871
"Gambia, The",GMB,1999,16010000.1785904
Guinea-Bissau,GNB,1999,48340000.3649294
Equatorial Guinea,GNQ,1999,15420000.1340359
Grenada,GRD,1999,3850000.04991889
Guatemala,GTM,1999,267200002.491474
Guyana,GUY,1999,44590000.1432746
High income,HIC,1999,1107830000.25898
Honduras,HND,1999,371009998.47427
Heavily indebted poor countries (HIPC),HPC,1999,8641099991.66988
Croatia,HRV,1999,46290000.5783886
Haiti,HTI,1999,192590005.163103
Hungary,HUN,1999,245490002.728999
IBRD only,IBD,1999,21528479953.2015
IDA & IBRD total,IBT,1999,34014339922.8156
IDA total,IDA,1999,12485859969.6141
IDA blend,IDB,1999,2058369999.03061
Indonesia,IDN,1999,2112499959.78735
IDA only,IDX,1999,10427489970.5835
India,IND,1999,916330013.299361
"Iran, Islamic Rep.",IRN,1999,139150001.587346
Iraq,IRQ,1999,87400000.0823289
Jamaica,JAM,1999,-17520000.6533415
Jordan,JOR,1999,339119998.52024
Kazakhstan,KAZ,1999,148729997.828603
Kenya,KEN,1999,264780000.314117
Kyrgyz Republic,KGZ,1999,143119999.015704
Cambodia,KHM,1999,194870000.150055
Kiribati,KIR,1999,20309999.9111146
St. Kitts and Nevis,KNA,1999,169999.990612268
"Korea, Rep.",KOR,1999,-53770001.6852469
Latin America & Caribbean (excluding high income),LAC,1999,4066660013.80049
Lao PDR,LAO,1999,221639993.626624
Lebanon,LBN,1999,96440000.9904057
Liberia,LBR,1999,54390001.9247085
Libya,LBY,1999,3409999.91632997
St. Lucia,LCA,1999,20950000.0234694
Latin America & Caribbean,LCN,1999,4066580013.80973
Least developed countries: UN classification,LDC,1999,8504959976.78489
Low income,LIC,1999,4144160002.78853
Sri Lanka,LKA,1999,225959998.570383
Lower middle income,LMC,1999,14418870018.9981
Low & middle income,LMY,1999,42217080209.2552
Lesotho,LSO,1999,27080000.1192838
Late-demographic dividend,LTE,1999,12800539938.0215
Lithuania,LTU,1999,126589998.783544
Latvia,LVA,1999,94329997.3681569
"Macao SAR, China",MAC,1999,299999.993294477
Morocco,MAR,1999,637349999.133497
Moldova,MDA,1999,59949998.4588474
Madagascar,MDG,1999,243240003.302693
Maldives,MDV,1999,25859999.4238466
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1999,4780550025.23214
Mexico,MEX,1999,29479999.5664506
Marshall Islands,MHL,1999,58690001.2269616
Middle income,MIC,1999,26662940305.233
North Macedonia,MKD,1999,221930000.20273
Mali,MLI,1999,260419999.865815
Malta,MLT,1999,26260000.4058331
Myanmar,MMR,1999,53680000.2697855
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1999,4780550025.23214
Mongolia,MNG,1999,147290001.358837
Mozambique,MOZ,1999,682819997.439161
Mauritania,MRT,1999,175779998.974875
Mauritius,MUS,1999,34450000.4723668
Malawi,MWI,1999,317469996.703789
Malaysia,MYS,1999,141910000.121221
North America,NAC,1999,0.0
Namibia,NAM,1999,164999999.083579
New Caledonia,NCL,1999,314489995.120094
Niger,NER,1999,139389998.393133
Nigeria,NGA,1999,45749999.3685633
Nicaragua,NIC,1999,350249999.508262
Nepal,NPL,1999,220259994.417429
Nauru,NRU,1999,6479999.78065491
OECD members,OED,1999,3594939994.97965
Oman,OMN,1999,8790000.26546419
Other small states,OSS,1999,1044299990.61115
Pakistan,PAK,1999,455499995.892867
Panama,PAN,1999,20339999.7334927
Peru,PER,1999,445530007.600785
Philippines,PHL,1999,640610014.436766
Palau,PLW,1999,28770000.1131743
Papua New Guinea,PNG,1999,212490005.76511
Poland,POL,1999,1173119977.9138
Pre-demographic dividend,PRE,1999,7093209982.35233
"Korea, Dem. People's Rep.",PRK,1999,182010007.454083
Paraguay,PRY,1999,71729998.068884
West Bank and Gaza,PSE,1999,341449997.810647
Pacific island small states,PSS,1999,349709999.175742
Post-demographic dividend,PST,1999,2486979999.85889
French Polynesia,PYF,1999,351460001.254454
Romania,ROU,1999,376959995.135665
Russian Federation,RUS,1999,1784379981.23467
Rwanda,RWA,1999,219629999.704659
South Asia,SAS,1999,2128520007.73512
Saudi Arabia,SAU,1999,19200000.2060085
Sudan,SDN,1999,178179994.54774
Senegal,SEN,1999,473269999.900832
Solomon Islands,SLB,1999,26460000.3287196
Sierra Leone,SLE,1999,67119997.9986995
El Salvador,SLV,1999,187700001.168996
"Somalia, Fed. Rep.",SOM,1999,95399998.5158443
Serbia,SRB,1999,670390005.443245
Sub-Saharan Africa (excluding high income),SSA,1999,9875299974.00753
Sub-Saharan Africa,SSF,1999,9875299974.00753
Small states,SST,1999,1590019989.13661
Sao Tome and Principe,STP,1999,20869999.5521456
Suriname,SUR,1999,33060000.5257875
Slovak Republic,SVK,1999,315850007.56383
